age,balance,housing,contact,day,duration,campaign,previous,poutcome,response,balance_housing
32,264,1,cellular,19,25.03,1,0,unknown,yes,264
48,57,0,cellular,19,2.23,1,0,unknown,no,0
34,4943,1,cellular,19,1.95,2,0,unknown,no,4943
57,6164,0,cellular,19,2.68,2,0,unknown,no,0
55,12675,0,cellular,19,3.25,2,0,unknown,no,0
47,310,0,cellular,19,5.88,2,0,unknown,no,0
43,12618,1,cellular,19,0.42,1,0,unknown,no,12618
34,4958,1,cellular,19,2.92,1,1,failure,no,4958
39,5848,1,cellular,19,0.92,1,0,unknown,no,5848
53,6839,1,cellular,19,1.28,1,0,unknown,no,6839
30,2074,0,cellular,19,1.63,1,0,unknown,no,0
50,2,0,cellular,19,3.47,1,0,unknown,no,0
44,612,1,cellular,19,2.18,1,0,unknown,no,612
30,2278,0,telephone,19,0.78,1,0,unknown,no,0
53,2052,1,cellular,19,4.77,1,0,unknown,no,2052
50,4012,0,cellular,19,11.5,3,0,unknown,no,0
46,1410,1,cellular,19,1.55,1,8,failure,no,1410
33,1998,0,cellular,19,9.5,1,0,unknown,no,0
59,1881,0,cellular,19,7.6,2,0,unknown,no,0
32,1249,1,cellular,19,7.87,1,0,unknown,yes,1249
32,6449,0,telephone,19,6.42,1,0,unknown,no,0
44,7800,1,cellular,19,4.17,1,0,unknown,no,7800
57,1172,0,cellular,19,2.73,3,0,unknown,no,0
36,16430,1,cellular,19,3.9,1,3,failure,no,16430
31,203,0,cellular,19,2.95,1,0,unknown,no,0
47,2524,1,cellular,19,0.83,1,0,unknown,no,2524
33,2293,1,cellular,19,7.62,2,0,unknown,no,2293
38,190,1,telephone,19,10.38,1,1,other,yes,190
48,0,0,cellular,19,0.33,4,0,unknown,no,0
30,0,1,cellular,19,20.1,2,0,unknown,no,0
52,1291,1,cellular,19,9.32,1,2,failure,no,1291
41,0,1,cellular,19,0.35,10,0,unknown,no,0
41,-608,1,cellular,19,0.2,6,0,unknown,no,-608
34,131,0,cellular,19,1.57,1,0,unknown,no,0
30,946,1,cellular,19,17.75,1,1,other,no,946
29,659,0,telephone,19,6.68,1,0,unknown,no,0
47,0,1,cellular,19,0.83,2,0,unknown,no,0
57,5935,1,cellular,19,1.5,2,1,failure,no,5935
33,-108,1,cellular,19,4.77,3,0,unknown,no,-108
37,332,1,cellular,19,5.7,2,0,unknown,no,332
54,1180,0,cellular,19,6.57,2,0,unknown,no,0
41,1449,1,cellular,19,1.05,1,0,unknown,no,1449
34,5057,1,cellular,19,1.22,1,0,unknown,no,5057
32,550,0,cellular,19,5.62,1,0,unknown,yes,0
35,3187,1,cellular,19,2.85,2,1,failure,no,3187
32,-56,0,cellular,19,6.97,1,0,unknown,no,0
43,4844,1,cellular,19,7.23,1,0,unknown,no,4844
46,0,0,cellular,19,0.9,1,0,unknown,no,0
37,3943,0,cellular,19,0.62,1,0,unknown,no,0
59,2769,1,cellular,19,1.73,1,2,failure,no,2769
52,40,0,cellular,19,21.08,3,0,unknown,yes,0
33,3512,1,cellular,19,4.18,1,2,failure,no,3512
33,2780,0,cellular,19,8.08,1,0,unknown,yes,0
41,217,0,cellular,19,5.47,1,0,unknown,no,0
49,6429,0,cellular,19,1.8,1,0,unknown,no,0
56,444,1,cellular,19,1.47,1,1,failure,no,444
51,2439,0,cellular,19,1.97,1,0,unknown,no,0
36,536,0,cellular,19,8.67,1,0,unknown,no,0
42,515,1,cellular,19,8.35,2,0,unknown,no,515
38,5432,1,cellular,19,6.8,1,1,failure,no,5432
52,3204,0,cellular,19,1.28,1,0,unknown,no,0
56,0,0,cellular,19,2.03,1,0,unknown,no,0
48,1175,1,cellular,19,1.03,1,0,unknown,no,1175
40,67,0,cellular,19,5.98,2,5,failure,no,0
37,3574,1,cellular,19,2.97,1,2,failure,no,3574
36,2622,0,cellular,19,10.67,1,5,failure,no,0
30,12737,0,cellular,19,9.82,2,0,unknown,yes,0
50,2910,0,telephone,19,7.22,1,1,failure,no,0
38,2240,1,cellular,19,9.18,1,1,failure,no,2240
47,551,1,cellular,19,11.03,2,0,unknown,no,551
32,0,0,cellular,19,2.03,2,0,unknown,no,0
41,2004,1,cellular,19,4.23,1,0,unknown,no,2004
32,269,1,cellular,19,3.93,1,0,unknown,no,269
55,4733,1,cellular,19,1.17,1,2,other,no,4733
52,2390,0,cellular,19,3.6,2,0,unknown,no,0
31,8295,1,cellular,19,9.02,1,0,unknown,no,8295
37,5902,1,cellular,19,3.18,1,4,failure,no,5902
31,-2,1,cellular,19,5,1,0,unknown,no,-2
53,2580,1,cellular,19,2.3,5,0,unknown,no,2580
57,3495,0,cellular,19,6.03,3,0,unknown,no,0
34,899,1,telephone,19,6.28,3,4,success,no,899
44,709,1,cellular,19,0.9,1,0,unknown,no,709
50,167,0,cellular,19,0.78,1,1,failure,no,0
35,0,1,cellular,19,10.73,4,0,unknown,yes,0
54,2272,1,telephone,19,1.47,1,1,failure,no,2272
50,5794,0,cellular,19,10.42,1,0,unknown,no,0
56,-429,0,cellular,19,2,2,4,failure,no,0
56,0,1,telephone,19,2.57,2,0,unknown,no,0
31,5238,1,cellular,19,2.6,2,0,unknown,no,5238
40,1759,1,cellular,19,1.45,2,0,unknown,no,1759
48,4770,1,cellular,19,10.27,2,0,unknown,no,4770
43,8167,1,telephone,19,3.37,2,2,failure,no,8167
52,6933,0,cellular,19,4.55,2,0,unknown,no,0
41,4903,1,cellular,19,3.72,2,0,unknown,no,4903
40,1708,1,cellular,19,6.37,2,1,other,no,1708
32,913,1,cellular,19,4.63,3,0,unknown,no,913
33,1762,1,cellular,19,2.43,2,0,unknown,no,1762
36,1207,1,cellular,19,29.87,2,0,unknown,yes,1207
59,10114,0,cellular,19,9.93,3,0,unknown,no,0
36,227,0,cellular,19,4.9,2,0,unknown,no,0
31,3361,0,cellular,19,7.62,2,0,unknown,no,0
42,3445,0,cellular,19,27.7,3,0,unknown,no,0
34,1006,1,cellular,19,13.05,3,2,other,yes,1006
56,7396,1,cellular,19,1.92,2,0,unknown,no,7396
37,5340,1,cellular,19,1.68,2,4,failure,no,5340
32,2515,0,cellular,19,3.72,2,0,unknown,no,0
40,12212,0,cellular,19,1.67,3,0,unknown,no,0
53,2430,1,cellular,19,1.22,2,3,failure,no,2430
33,0,1,cellular,19,2.72,2,0,unknown,no,0
40,0,0,cellular,19,1.78,3,0,unknown,no,0
37,-483,1,cellular,19,1.17,3,0,unknown,no,-483
30,19358,0,cellular,19,4.3,2,0,unknown,no,0
48,879,0,cellular,19,2.27,3,0,unknown,no,0
47,6333,1,telephone,19,8.3,4,0,unknown,no,6333
56,3610,1,cellular,19,2.7,4,0,unknown,no,3610
31,2144,1,cellular,19,4.7,2,0,unknown,no,2144
51,-56,1,cellular,19,9.07,3,0,unknown,no,-56
49,126,1,cellular,19,3.07,2,0,unknown,no,126
35,376,0,cellular,19,3.72,4,0,unknown,no,0
34,7171,1,cellular,19,8.72,2,0,unknown,no,7171
42,3780,1,cellular,19,1.73,3,0,unknown,no,3780
46,111,1,cellular,19,2.97,3,2,other,no,111
30,913,1,cellular,19,7.22,2,0,unknown,no,913
30,631,1,cellular,19,2.9,2,0,unknown,no,631
40,664,0,cellular,19,3.13,2,2,success,no,0
44,6649,1,cellular,19,5.9,2,0,unknown,no,6649
32,0,1,cellular,19,3.85,4,0,unknown,no,0
53,6921,1,cellular,19,2.17,3,2,other,no,6921
43,388,1,cellular,19,1.85,2,0,unknown,no,388
50,-470,1,cellular,19,2.17,2,1,failure,no,-470
50,1597,0,cellular,19,6.23,2,0,unknown,no,0
57,12048,0,telephone,19,1.58,3,0,unknown,no,0
30,2451,1,cellular,19,3.18,2,1,failure,no,2451
58,2538,1,cellular,19,11.33,2,6,failure,yes,2538
33,581,1,cellular,19,3.22,2,0,unknown,no,581
44,1543,0,cellular,19,6.05,2,0,unknown,no,0
43,347,0,cellular,19,24.47,3,0,unknown,yes,0
32,1119,0,cellular,19,6.18,2,0,unknown,no,0
54,2626,0,cellular,19,3.68,2,2,failure,no,0
35,1902,0,cellular,19,3.13,5,0,unknown,no,0
53,1014,0,cellular,19,0.98,2,0,unknown,no,0
46,15,0,cellular,19,5.23,3,0,unknown,no,0
56,751,1,cellular,19,1.42,5,0,unknown,no,751
31,93,0,cellular,19,9.73,2,0,unknown,no,0
42,16,0,cellular,19,2.33,3,0,unknown,no,0
47,3696,1,cellular,19,10.58,3,2,failure,no,3696
42,3713,0,cellular,19,11.82,2,0,unknown,yes,0
37,6964,0,cellular,19,3.72,3,0,unknown,no,0
39,12855,1,cellular,19,1.8,4,1,failure,no,12855
39,155,0,cellular,19,7.48,2,0,unknown,no,0
40,0,1,cellular,19,0.88,2,0,unknown,no,0
54,17008,0,cellular,19,2.52,2,0,unknown,no,0
39,-982,1,cellular,19,4.78,3,2,other,no,-982
39,633,0,cellular,19,1.75,2,3,failure,no,0
42,838,1,cellular,19,4.43,2,0,unknown,no,838
39,548,1,cellular,19,2.57,2,0,unknown,no,548
39,747,1,cellular,19,3.48,2,1,other,no,747
54,1956,0,cellular,19,3.68,5,0,unknown,no,0
52,1648,1,cellular,19,2.87,3,0,unknown,no,1648
34,9895,0,cellular,19,5.93,2,0,unknown,no,0
42,2036,1,cellular,19,4.32,2,0,unknown,no,2036
50,1784,0,cellular,19,19.73,3,1,failure,no,0
43,733,1,cellular,19,18.37,3,0,unknown,yes,733
59,21,1,telephone,19,2.02,2,0,unknown,no,21
52,9687,1,cellular,19,3.7,3,1,failure,no,9687
39,1315,1,cellular,19,22.28,4,1,failure,no,1315
54,0,0,cellular,19,5.12,3,0,unknown,no,0
37,497,1,telephone,19,2.97,2,0,unknown,no,497
33,923,1,cellular,19,21.78,3,6,failure,no,923
45,7154,1,cellular,19,1.55,3,3,failure,no,7154
55,372,1,cellular,19,3.75,5,0,unknown,no,372
46,1388,0,cellular,19,8.58,5,0,unknown,no,0
56,196,0,cellular,19,5.2,3,0,unknown,no,0
59,0,0,telephone,19,3.45,2,1,failure,no,0
56,382,0,cellular,19,1.95,2,0,unknown,no,0
53,2578,0,cellular,19,4.98,4,2,failure,no,0
37,510,1,cellular,19,1.12,2,6,failure,no,510
33,3910,1,cellular,19,11.27,2,0,unknown,no,3910
54,277,1,cellular,19,5,5,3,failure,no,277
42,792,1,cellular,19,10.18,2,12,other,no,792
36,0,1,telephone,19,0.87,2,0,unknown,no,0
57,3875,0,cellular,19,2.17,2,0,unknown,no,0
44,16486,1,cellular,19,4.58,3,0,unknown,no,16486
32,0,1,cellular,19,3.13,2,0,unknown,no,0
35,951,1,cellular,19,3.67,2,0,unknown,no,951
32,375,1,cellular,19,2.38,3,0,unknown,no,375
57,839,0,telephone,19,0.77,2,0,unknown,no,0
39,4692,1,telephone,19,3.57,2,2,success,no,4692
32,586,1,cellular,19,2.63,4,0,unknown,no,586
34,2048,1,cellular,19,5.12,2,0,unknown,no,2048
49,3972,0,cellular,19,0.62,2,0,unknown,no,0
39,4136,1,cellular,19,3.23,2,3,failure,no,4136
33,0,1,cellular,19,1.42,2,0,unknown,no,0
36,4613,0,cellular,19,3.45,2,0,unknown,no,0
32,80,1,telephone,19,7.92,2,0,unknown,no,80
31,395,0,telephone,19,3.27,3,3,failure,no,0
50,0,1,telephone,19,9.83,2,0,unknown,no,0
37,0,0,cellular,19,3.8,3,0,unknown,no,0
45,1148,0,cellular,19,13.03,2,0,unknown,no,0
59,17769,0,cellular,19,5.37,3,0,unknown,no,0
33,621,0,cellular,19,23.92,3,5,failure,no,0
47,3524,1,cellular,19,5.53,4,0,unknown,no,3524
31,283,1,cellular,19,3.57,2,0,unknown,no,283
31,217,0,cellular,19,8.35,4,0,unknown,no,0
33,0,1,cellular,19,5.5,2,0,unknown,no,0
40,9110,1,telephone,19,1.48,3,0,unknown,no,9110
42,529,1,cellular,19,3.22,3,0,unknown,no,529
53,32464,0,cellular,19,2.25,4,0,unknown,no,0
31,8436,1,cellular,19,2.7,2,0,unknown,no,8436
54,0,0,cellular,19,3.57,3,0,unknown,no,0
31,1020,1,cellular,19,9.58,6,0,unknown,no,1020
32,0,0,cellular,19,5.05,3,0,unknown,no,0
50,5296,0,cellular,19,1.07,7,0,unknown,no,0
33,516,1,cellular,19,4.08,4,0,unknown,no,516
49,4259,0,cellular,19,2.43,3,7,failure,no,0
41,3123,1,cellular,19,4.85,2,0,unknown,no,3123
41,4717,1,cellular,19,3.03,2,0,unknown,no,4717
30,19,0,cellular,19,3.1,5,0,unknown,no,0
40,3352,1,cellular,19,10.65,2,1,success,yes,3352
37,226,0,cellular,19,6.33,2,3,other,no,0
35,552,1,cellular,19,5.23,2,1,failure,no,552
36,72,1,cellular,19,3.43,3,0,unknown,no,72
35,759,0,cellular,19,9.27,3,0,unknown,no,0
30,1416,0,telephone,19,8.65,2,0,unknown,no,0
49,0,0,cellular,19,1.65,2,0,unknown,no,0
49,0,0,cellular,19,3.48,3,0,unknown,no,0
35,31,0,cellular,19,2.18,3,3,failure,no,0
56,1933,0,telephone,19,0.73,2,0,unknown,no,0
32,254,1,cellular,19,28.67,3,0,unknown,yes,254
30,189,0,cellular,19,1.18,4,0,unknown,no,0
44,6491,1,cellular,19,2.1,2,1,failure,no,6491
30,508,0,cellular,19,1.17,4,0,unknown,no,0
31,35,1,cellular,19,5.38,2,0,unknown,no,35
46,926,1,cellular,19,2.8,2,1,other,no,926
49,8399,0,cellular,19,9.93,2,0,unknown,no,0
45,3689,1,cellular,19,8.62,2,3,failure,no,3689
32,509,0,cellular,19,3.47,2,0,unknown,no,0
30,383,1,cellular,19,2.42,3,0,unknown,no,383
36,45,0,cellular,19,0.87,3,0,unknown,no,0
50,4666,0,cellular,19,0.18,3,3,other,no,0
44,-367,1,cellular,19,3.43,5,0,unknown,no,-367
33,353,1,cellular,19,1.78,2,0,unknown,no,353
34,1036,1,cellular,19,0.9,7,0,unknown,no,1036
36,9269,1,cellular,19,1.78,2,0,unknown,no,9269
49,0,1,cellular,19,1.7,2,0,unknown,no,0
44,1593,1,cellular,19,3.35,2,3,success,no,1593
45,792,0,cellular,19,1.85,5,0,unknown,no,0
56,0,0,cellular,19,14.07,2,0,unknown,no,0
31,525,0,telephone,19,4.63,7,0,unknown,no,0
58,1507,1,cellular,19,4.25,6,1,other,no,1507
37,5287,1,cellular,19,9.98,4,2,failure,no,5287
51,3188,1,cellular,19,5.65,3,0,unknown,no,3188
53,2924,0,cellular,19,13.33,6,0,unknown,no,0
53,1034,1,cellular,19,14.23,2,3,other,no,1034
41,0,1,cellular,19,10.58,6,0,unknown,no,0
47,8515,1,unknown,20,0.23,7,4,other,no,8515
52,8979,1,telephone,20,1.2,3,0,unknown,no,8979
47,10697,0,cellular,20,4.57,2,0,unknown,no,0
40,1349,0,cellular,20,1.37,3,0,unknown,no,0
38,2,0,cellular,20,4.85,2,0,unknown,no,0
40,6767,1,cellular,20,1.62,2,0,unknown,no,6767
54,459,0,telephone,20,2.2,3,0,unknown,no,0
55,625,0,telephone,20,1.47,2,4,failure,no,0
52,427,0,telephone,20,0.6,3,0,unknown,no,0
58,50,1,cellular,20,2.68,7,0,unknown,no,50
52,638,1,cellular,20,1.28,2,0,unknown,no,638
32,1959,0,cellular,20,5.8,3,0,unknown,no,0
38,898,1,cellular,20,1.33,5,2,failure,no,898
37,7245,0,cellular,20,2.38,6,0,unknown,no,0
33,1631,1,cellular,20,6.1,6,0,unknown,no,1631
35,867,1,cellular,20,4.97,2,3,success,no,867
56,412,0,telephone,20,2.98,6,0,unknown,no,0
30,458,0,cellular,20,0.85,7,0,unknown,no,0
31,1224,1,cellular,20,1.25,2,2,success,no,1224
51,2011,1,cellular,20,1.97,3,0,unknown,no,2011
40,1039,1,cellular,20,0.95,2,0,unknown,no,1039
47,6704,1,cellular,20,0.62,2,0,unknown,no,6704
43,1337,1,cellular,20,10.53,2,0,unknown,no,1337
41,7870,1,cellular,20,0.8,2,0,unknown,no,7870
41,927,1,cellular,20,5.72,2,0,unknown,no,927
45,2128,0,cellular,20,0.8,3,0,unknown,no,0
36,10041,1,cellular,20,1.52,2,1,other,no,10041
32,911,0,cellular,20,0.7,7,0,unknown,no,0
35,-326,1,cellular,20,8.63,2,0,unknown,no,-326
32,387,1,cellular,20,5.67,2,0,unknown,no,387
41,495,1,cellular,20,6.32,2,0,unknown,no,495
33,6904,0,telephone,20,1.9,2,0,unknown,no,0
44,0,1,cellular,20,4.77,6,2,failure,no,0
30,3100,1,cellular,20,2.08,1,4,failure,no,3100
57,3,0,cellular,20,1.28,3,0,unknown,no,0
31,347,0,telephone,20,0.35,1,0,unknown,no,0
44,299,0,cellular,20,3.1,1,0,unknown,no,0
31,625,1,cellular,20,2.27,1,0,unknown,no,625
31,461,0,cellular,20,2.42,1,0,unknown,no,0
32,344,1,cellular,20,2.98,1,1,failure,no,344
33,293,1,cellular,20,13.9,3,0,unknown,no,293
30,809,0,cellular,20,0.43,5,2,failure,no,0
33,-266,0,cellular,20,7.65,1,0,unknown,no,0
46,5393,1,cellular,20,16.62,2,0,unknown,no,5393
46,22452,1,cellular,20,4.73,1,0,unknown,no,22452
34,582,0,cellular,20,3.48,3,0,unknown,no,0
41,3992,1,telephone,20,4.68,2,0,unknown,no,3992
33,20600,0,cellular,20,2.08,1,0,unknown,no,0
39,5562,0,cellular,20,2.48,3,0,unknown,no,0
36,2426,1,cellular,20,5.13,1,0,unknown,no,2426
31,713,1,cellular,20,6.22,1,0,unknown,no,713
44,1766,1,cellular,20,1.67,1,0,unknown,no,1766
54,20527,0,telephone,20,1.1,1,0,unknown,no,0
35,146,0,cellular,20,6.53,2,2,success,no,0
49,-478,1,cellular,20,4.85,1,0,unknown,no,-478
32,4654,1,cellular,20,4.6,1,2,failure,yes,4654
41,-386,0,cellular,20,7.95,1,0,unknown,yes,0
34,296,0,cellular,20,1.13,1,4,failure,no,0
37,66,1,cellular,20,1.43,1,0,unknown,no,66
55,12159,1,cellular,20,2.37,2,2,failure,no,12159
35,787,0,cellular,20,0.82,1,0,unknown,no,0
34,179,1,cellular,20,3.07,1,0,unknown,no,179
35,0,0,cellular,20,4.18,1,0,unknown,no,0
41,4517,1,cellular,20,2.28,1,0,unknown,no,4517
45,819,0,telephone,20,0.42,8,0,unknown,no,0
38,5122,1,cellular,20,6.17,1,1,failure,no,5122
39,3294,0,cellular,20,1.93,1,0,unknown,no,0
53,7,0,cellular,20,1.13,1,0,unknown,no,0
34,673,1,cellular,20,4.52,1,1,failure,no,673
37,8135,1,cellular,20,5.97,1,1,failure,no,8135
30,196,0,cellular,20,1.13,1,4,other,no,0
34,3043,1,cellular,20,11.17,1,0,unknown,yes,3043
33,247,1,cellular,20,7.13,1,0,unknown,no,247
34,368,0,cellular,20,6.1,4,0,unknown,no,0
35,3369,0,cellular,20,5.37,1,0,unknown,no,0
49,4455,1,cellular,20,2.33,1,0,unknown,no,4455
41,2562,1,cellular,20,2.62,1,4,failure,no,2562
49,852,1,cellular,20,6.8,1,0,unknown,no,852
41,195,0,cellular,20,2.08,1,2,failure,no,0
40,1547,1,cellular,20,6.75,1,0,unknown,yes,1547
50,8649,1,cellular,20,2.35,1,0,unknown,no,8649
51,684,1,cellular,20,1.13,1,0,unknown,no,684
57,15062,0,telephone,20,1.27,9,0,unknown,no,0
37,2875,0,cellular,20,1.83,2,0,unknown,no,0
38,1448,1,cellular,20,6.92,1,0,unknown,no,1448
59,667,0,cellular,20,8.1,1,0,unknown,no,0
59,1175,1,cellular,20,3.8,1,0,unknown,no,1175
32,1426,1,cellular,20,1.9,1,0,unknown,no,1426
31,1263,1,cellular,20,6.07,1,0,unknown,no,1263
34,210,1,cellular,20,3.32,1,0,unknown,no,210
59,98417,0,telephone,20,2.42,5,0,unknown,no,0
33,4902,1,cellular,20,1.83,1,0,unknown,no,4902
37,523,1,cellular,20,3.87,4,0,unknown,no,523
34,3119,1,cellular,20,8.42,1,4,failure,no,3119
44,11,1,cellular,20,8.83,1,0,unknown,no,11
36,270,1,cellular,20,14.73,2,0,unknown,no,270
38,8953,0,cellular,20,5.02,1,0,unknown,no,0
35,935,1,cellular,20,1.18,1,2,failure,no,935
30,11391,1,cellular,20,5.32,1,2,other,no,11391
39,5549,1,cellular,20,2.62,1,0,unknown,no,5549
30,5956,1,cellular,20,6.75,1,1,failure,no,5956
34,3185,1,cellular,20,1.55,1,1,failure,no,3185
37,692,1,telephone,20,0.7,1,0,unknown,no,692
46,2558,1,telephone,20,1.78,1,1,other,no,2558
52,2708,1,cellular,20,3.85,1,0,unknown,no,2708
31,481,1,cellular,20,1.77,2,2,failure,no,481
42,0,0,cellular,20,1.5,2,0,unknown,no,0
51,2404,1,telephone,20,0.5,1,0,unknown,no,2404
31,3364,1,cellular,20,4.83,1,0,unknown,no,3364
32,945,0,cellular,20,8.85,1,0,unknown,yes,0
31,5972,0,telephone,20,0.98,1,0,unknown,no,0
39,660,1,cellular,20,3,1,2,failure,no,660
47,683,0,cellular,20,1.68,1,0,unknown,no,0
32,6402,1,cellular,20,10.47,1,0,unknown,yes,6402
36,1295,0,cellular,20,19.87,1,0,unknown,yes,0
35,1379,0,cellular,20,6.17,1,0,unknown,no,0
35,8489,1,cellular,20,3.62,1,0,unknown,no,8489
34,6,0,cellular,20,8.35,2,0,unknown,no,0
39,3655,0,cellular,20,7.03,1,0,unknown,no,0
34,9851,1,cellular,20,2.13,5,0,unknown,no,9851
52,57,1,cellular,20,0.75,1,1,failure,no,57
31,3640,0,cellular,20,2,1,0,unknown,no,0
43,1998,1,cellular,20,0.8,4,0,unknown,no,1998
42,7104,0,cellular,20,0.33,6,0,unknown,no,0
42,3,1,telephone,20,0.78,1,1,failure,no,3
40,1194,1,cellular,20,1.65,2,0,unknown,no,1194
33,0,1,cellular,20,2.88,1,0,unknown,no,0
40,572,0,cellular,20,1.12,1,2,failure,no,0
35,4323,1,cellular,20,2.1,1,0,unknown,no,4323
45,6993,1,cellular,20,4.72,1,0,unknown,yes,6993
33,3071,1,cellular,20,0.77,2,1,failure,no,3071
41,2913,0,cellular,20,17.63,1,0,unknown,no,0
32,187,0,cellular,20,8.08,1,1,failure,no,0
47,4420,1,cellular,20,7.57,1,0,unknown,yes,4420
35,199,1,cellular,20,2.93,1,0,unknown,no,199
38,76,0,cellular,20,2.15,1,0,unknown,no,0
41,4711,1,cellular,20,6.68,2,0,unknown,no,4711
33,15169,1,cellular,20,1.72,1,0,unknown,no,15169
53,9252,0,cellular,20,4.62,1,0,unknown,no,0
47,574,1,cellular,20,2.28,5,0,unknown,no,574
49,20727,0,cellular,20,1.47,2,0,unknown,no,0
30,10395,1,cellular,20,2.02,1,0,unknown,no,10395
35,5551,1,cellular,20,4.3,1,0,unknown,no,5551
51,294,0,cellular,20,10.67,1,0,unknown,no,0
31,1064,0,telephone,20,1,1,0,unknown,no,0
33,5151,1,cellular,20,1.22,1,4,failure,no,5151
33,7,1,cellular,20,3.38,1,0,unknown,no,7
40,542,1,cellular,20,30.27,1,0,unknown,no,542
45,1187,0,cellular,20,2.62,1,0,unknown,no,0
49,8545,1,cellular,20,2.92,1,0,unknown,no,8545
35,141,0,cellular,20,12.13,1,0,unknown,yes,0
33,1402,0,cellular,20,1.05,5,0,unknown,no,0
36,11462,1,cellular,20,16.55,1,0,unknown,yes,11462
38,6994,1,cellular,20,2.5,2,0,unknown,no,6994
32,2085,1,cellular,20,2.43,1,3,failure,no,2085
35,142,1,cellular,20,2.58,1,0,unknown,no,142
54,2132,0,cellular,20,1.52,1,0,unknown,no,0
41,-195,0,cellular,20,1.87,1,0,unknown,no,0
39,1104,0,cellular,20,5.55,2,2,success,no,0
30,3750,1,cellular,20,2.07,1,0,unknown,no,3750
39,892,1,cellular,20,0.57,1,1,failure,no,892
55,2408,0,telephone,20,2.87,1,0,unknown,no,0
59,11,0,cellular,20,5.3,2,0,unknown,no,0
57,6519,0,cellular,20,17.33,1,0,unknown,no,0
39,4777,1,cellular,20,1.72,1,0,unknown,no,4777
55,1161,1,cellular,20,0.13,6,0,unknown,no,1161
34,3626,1,cellular,20,1.47,2,0,unknown,no,3626
50,1545,1,cellular,20,0.42,1,0,unknown,no,1545
51,500,1,cellular,20,0.43,6,0,unknown,no,500
34,2200,0,cellular,20,2.8,1,0,unknown,no,0
33,2098,0,cellular,20,1.12,1,0,unknown,no,0
33,3214,0,cellular,20,1,1,0,unknown,no,0
54,2960,1,cellular,20,1.38,1,0,unknown,no,2960
45,96,1,cellular,20,2.78,1,1,failure,no,96
40,214,1,cellular,20,0.98,4,0,unknown,no,214
42,0,1,cellular,20,1.22,4,0,unknown,no,0
32,137,0,cellular,20,5.03,4,0,unknown,no,0
34,7541,0,cellular,20,9.02,1,0,unknown,no,0
51,3736,0,cellular,20,1.53,1,0,unknown,no,0
51,0,0,cellular,20,1.42,1,0,unknown,no,0
43,13620,1,cellular,20,2.13,1,0,unknown,no,13620
55,2691,1,cellular,20,4.63,1,2,other,no,2691
56,772,1,telephone,20,4.85,1,0,unknown,no,772
31,167,0,cellular,20,5.27,1,0,unknown,no,0
32,574,1,cellular,20,2.85,1,2,failure,no,574
34,8077,1,cellular,20,4.63,2,0,unknown,no,8077
46,3999,0,cellular,20,3.37,1,0,unknown,no,0
30,341,1,cellular,20,7.97,1,0,unknown,yes,341
50,0,1,cellular,20,2.53,1,1,failure,no,0
35,1801,0,cellular,20,0.88,1,0,unknown,no,0
54,4608,0,telephone,20,5.87,3,0,unknown,no,0
32,8859,1,cellular,20,4.2,1,0,unknown,no,8859
35,12634,0,cellular,20,1.9,1,0,unknown,no,0
33,6843,0,cellular,20,12.58,1,10,other,yes,0
47,1465,1,cellular,20,0.43,1,2,failure,no,1465
40,70,0,cellular,20,0.95,1,0,unknown,no,0
52,6909,0,cellular,20,3.72,1,0,unknown,no,0
33,2945,0,cellular,20,1.52,1,0,unknown,no,0
36,2326,1,cellular,20,0.12,5,0,unknown,no,2326
46,931,0,cellular,20,1.5,2,0,unknown,no,0
32,266,0,cellular,20,3.8,1,0,unknown,no,0
30,586,1,cellular,20,2.47,6,4,failure,no,586
52,0,0,cellular,20,3.32,2,0,unknown,no,0
35,448,0,cellular,20,17.18,6,0,unknown,no,0
47,1976,0,cellular,20,1.37,1,0,unknown,no,0
33,1416,1,cellular,20,1,1,0,unknown,no,1416
33,9670,0,cellular,20,3.4,1,0,unknown,no,0
54,615,0,cellular,20,3.83,1,0,unknown,no,0
32,658,0,cellular,20,2.88,2,0,unknown,no,0
34,79,0,cellular,20,1.73,1,0,unknown,no,0
33,3064,0,cellular,20,5.15,1,0,unknown,no,0
49,893,0,cellular,20,1.23,1,0,unknown,no,0
32,0,1,cellular,20,3.15,1,1,other,no,0
47,0,0,cellular,20,0.3,6,0,unknown,no,0
52,10021,0,cellular,20,2.9,1,0,unknown,no,0
34,7602,0,cellular,20,3.7,1,0,unknown,no,0
41,7735,1,cellular,20,3.67,1,1,failure,no,7735
53,0,0,cellular,20,8.67,2,0,unknown,no,0
40,4341,0,cellular,20,4.83,1,0,unknown,no,0
49,7443,0,telephone,20,0.58,2,0,unknown,no,0
51,1535,0,cellular,20,6.08,1,0,unknown,no,0
59,1473,0,telephone,20,1.77,1,0,unknown,no,0
32,36,1,cellular,20,4.83,2,0,unknown,no,36
36,11675,1,cellular,20,0.8,1,0,unknown,no,11675
50,808,1,cellular,20,5.03,3,0,unknown,no,808
37,264,1,cellular,20,4.6,1,1,failure,no,264
55,29484,0,cellular,20,2.52,2,0,unknown,no,0
56,424,1,cellular,20,1.88,5,0,unknown,no,424
35,450,0,cellular,20,1.58,2,0,unknown,no,0
30,501,1,cellular,20,16.57,1,1,failure,yes,501
52,6922,0,cellular,20,6.18,1,0,unknown,no,0
38,215,1,cellular,20,1.17,1,1,failure,no,215
